ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,DES_ORDER_NOTE,CAT_ORDER_TYPE,TYP_CUSTOMER_SEGMENT,REF_DISCOUNT_CODE,QTY_UNITS_BACKORDER,TST_INSERTION,AUD_USR_INSERT
ORD00329,2024-08-16,CUST894,PART1293,-3,2794.27,,2025-06-28,Technology person defense range particularly.,ONLINE,,INVALID,2,2024-08-23T03:52:19,wjones
ORD00330,INVALID_DATE,CUST116,PART1101,-3,3374.42,TRANSFER,2025-06-24,Everybody stand Mr scientist firm until.,MARKETPLACE,B2B,INVALID,0,2025-02-09T06:30:56,stacyscott
ORD00331,2025-04-23,CUST562,PART1781,8,4376.26,,2025-07-12,,STORE,B2B,,1,2024-10-19T18:26:09,mgriffith
ORD00332,2024-08-14,CUST619,PART1280,X,464.92,CARD,,Include raise nearly onto direction student.,MARKETPLACE,REGULAR,SUMMER20,,2025-01-15T14:34:34,zachary32
ORD00333,2024-11-16,CUST323,PART1395,2,928.32,CARD,2025-06-25,,ONLINE,B2C,,3,2025-05-18T22:57:27,debracox
ORD00334,INVALID_DATE,CUST437,PART1059,-3,4713.12,CASH,2025-07-14,Tonight only responsibility yard.,PHONE,B2B,,3,2025-03-24T15:34:45,sescobar
ORD00335,2025-05-09,CUST927,PART1261,X,2398.91,CRYPTO,2025-07-09,,ONLINE,,INVALID,N/A,2024-12-11T01:08:00,victoriafowler
ORD00336,2025-04-09,CUST496,PART1208,4,1457.09,,2025-07-23,,ONLINE,B2C,BLACKFRIDAY,0,2025-02-15T01:40:42,floreskrista
ORD00337,2024-08-04,CUST310,PART1830,null,2240.14,CASH,2025-06-28,Herself include both dark others defense.,,B2B,SUMMER20,1,2024-08-01T05:39:07,fosteralyssa
ORD00338,2025-06-12,CUST309,PART1026,X,4164.33,CASH,2025-06-25,Job agree sometimes popular.,MARKETPLACE,B2B,INVALID,1,2024-07-10T22:14:10,lindsaywilliams
ORD00339,2025-01-18,CUST932,PART1131,null,4154.08,CASH,2025-06-27,,ONLINE,REGULAR,,,2024-09-09T02:28:16,wilsoneric
ORD00340,2024-10-20,CUST627,PART1736,-3,ERROR,CRYPTO,2025-07-10,,ONLINE,REGULAR,,,2024-10-25T09:19:30,bankscrystal
ORD00341,2024-07-28,CUST989,PART1548,3,342.08,CASH,2025-07-14,As where well its under individual.,,VIP,INVALID,0,2024-12-30T16:38:50,emorrison
ORD00342,2025-02-02,CUST874,PART1680,9,1864.22,,,Business develop son act really sure.,ONLINE,VIP,BLACKFRIDAY,,2025-05-21T00:00:41,nicole33
ORD00343,2025-06-22,CUST509,PART1247,X,3394.38,,,,ONLINE,,BLACKFRIDAY,,2024-10-07T05:06:48,hgreen
ORD00344,2025-01-18,,PART1789,X,497.97,CRYPTO,2025-06-30,,PHONE,,INVALID,1,2024-09-17T14:16:34,tlee
ORD00345,2024-10-24,CUST917,PART1831,null,3908.15,CASH,2025-06-29,Market eight position party catch ground.,PHONE,,SUMMER20,,2025-03-07T12:42:05,eross
ORD00346,2024-12-28,CUST430,PART1984,6,3367.48,CASH,2025-07-11,,,VIP,,3,2024-09-21T11:51:53,davidsmith
ORD00347,2024-09-04,CUST964,PART1356,null,1392.45,TRANSFER,2025-07-17,,,B2C,BLACKFRIDAY,N/A,2024-11-28T12:31:46,james14
ORD00348,2024-12-21,CUST409,PART1767,null,2609.67,,2025-07-10,,PHONE,B2B,INVALID,N/A,2025-06-15T16:37:36,crosschristopher
ORD00349,INVALID_DATE,CUST242,ERROR,8,1237.8,CASH,2025-06-30,,PHONE,B2B,SUMMER20,1,2024-08-02T15:15:21,iholloway
ORD00350,2025-06-13,CUST811,PART1599,null,1694.99,CARD,2025-07-06,Left cover more industry.,ONLINE,REGULAR,BLACKFRIDAY,0,2025-01-25T11:39:10,lisa15
ORD00351,2024-12-10,CUST368,PART1838,null,1375.12,CASH,2025-07-21,Understand news become oil protect sit help.,PHONE,REGULAR,INVALID,2,2025-04-30T10:32:59,twillis
ORD00352,2025-05-30,CUST674,PART1571,X,1765.51,TRANSFER,2025-06-28,Leave health true speak indicate level.,STORE,,SUMMER20,,2024-11-26T08:08:39,craigflores
ORD00353,INVALID_DATE,CUST816,PART1425,X,2920.1,TRANSFER,,Like but clearly decide writer.,STORE,REGULAR,SUMMER20,3,2024-08-14T23:20:58,jorgevargas
ORD00354,2024-08-05,CUST658,PART1470,-3,ERROR,TRANSFER,2025-07-21,,,B2C,,1,2024-09-08T17:39:54,davealvarado
ORD00355,2024-07-16,CUST799,PART1764,1,1528.9,CASH,2025-07-03,Listen generation see while age create table.,,VIP,INVALID,0,2025-03-08T06:14:52,jjohnson
ORD00356,2025-01-25,CUST130,PART1425,X,3250.24,TRANSFER,2025-07-02,Represent court start minute.,MARKETPLACE,,,2,2024-09-01T22:20:13,kylie52
ORD00357,2025-02-08,CUST310,PART1975,null,3200.46,TRANSFER,2025-07-10,Apply tough bag little.,,B2C,SUMMER20,2,2024-12-14T10:48:20,ijohns
ORD00358,2025-06-01,CUST162,PART1142,X,4920.27,,2025-07-22,Member dog race letter child.,PHONE,REGULAR,SUMMER20,0,2024-07-06T10:27:37,sheila02
ORD00359,2024-09-01,CUST511,PART1764,null,2364.34,CRYPTO,,Run happy according.,ONLINE,,SUMMER20,,2024-07-19T10:17:46,jonesamber
ORD00360,2025-05-09,CUST691,PART1246,null,1694.7,CRYPTO,2025-07-15,,MARKETPLACE,B2C,,2,2025-05-17T04:34:34,rgarcia
ORD00361,2025-04-20,CUST792,PART1830,8,2827.11,TRANSFER,2025-07-09,Guy task theory or. World at that without.,PHONE,B2C,BLACKFRIDAY,2,2025-02-12T01:10:08,mitchelljoseph
ORD00362,2025-01-23,CUST115,PART1032,X,3635.1,CARD,2025-06-24,Public news fund gun century agree.,PHONE,REGULAR,INVALID,2,2024-08-01T09:55:54,johnsonsteven
ORD00363,2025-06-07,CUST929,PART1869,null,1342.84,CARD,2025-07-18,Air side thus of positive according coach.,ONLINE,VIP,SUMMER20,N/A,2024-08-11T09:58:46,nskinner
ORD00364,INVALID_DATE,CUST281,PART1136,null,4490.02,CARD,2025-07-23,From power stay today everything down.,STORE,B2C,,,2024-11-05T03:30:10,walkeroscar
ORD00365,2025-01-25,CUST621,PART1225,X,4734.11,,2025-07-09,,STORE,B2C,SUMMER20,3,2024-11-15T19:33:19,uwilliams
ORD00366,2024-08-26,CUST182,PART1602,3,1506.32,,2025-06-25,Assume stuff natural statement energy.,,REGULAR,,,2025-06-21T04:21:27,williamcampbell
ORD00367,INVALID_DATE,CUST680,PART1074,-3,ERROR,,2025-06-30,They form role. End story head somebody.,MARKETPLACE,VIP,,0,2025-02-17T03:16:46,vhart
ORD00368,2025-06-22,CUST263,PART1213,X,2329.79,TRANSFER,2025-07-05,Practice election cut foot several clear line.,,B2C,,N/A,2024-11-22T08:36:20,richard88
ORD00369,2025-05-21,CUST675,PART1995,6,ERROR,,2025-07-08,Dinner memory pattern party.,,REGULAR,SUMMER20,N/A,2024-11-08T16:27:59,doylebenjamin
ORD00370,2024-09-20,CUST819,PART1226,-3,566.75,,,Build rate loss mean boy.,,B2C,,3,2025-06-16T12:34:19,unelson
ORD00371,2024-07-07,CUST887,PART1499,null,3224.38,,2025-07-21,Send word up time sense.,ONLINE,REGULAR,SUMMER20,N/A,2025-02-26T04:49:18,michelleandrade
ORD00372,2024-12-11,CUST923,PART1758,null,4296.87,CRYPTO,2025-06-27,Better group upon plan a able.,ONLINE,,INVALID,1,2024-09-22T21:12:19,bnoble
ORD00373,2025-05-28,CUST192,ERROR,null,3080.52,,2025-06-24,,,B2B,SUMMER20,2,2025-03-04T21:12:20,iwilliams
ORD00374,2025-02-17,CUST106,PART1463,null,3322.8,TRANSFER,2025-07-01,Forward third door dog civil few.,MARKETPLACE,,SUMMER20,0,2025-04-27T00:14:14,jamesblack
ORD00375,2025-05-10,CUST942,PART1335,-3,3303.13,TRANSFER,2025-07-08,Such level various especially will.,ONLINE,VIP,BLACKFRIDAY,,2025-03-26T06:00:45,tnguyen
ORD00376,2025-04-21,CUST725,PART1311,X,2429.11,CARD,2025-07-22,,,REGULAR,BLACKFRIDAY,,2025-06-16T20:09:42,vjackson
ORD00377,2025-01-15,CUST514,PART1413,-3,4714.07,CARD,,Who with consider industry strong.,MARKETPLACE,,INVALID,N/A,2024-10-09T06:50:34,smithdana
ORD00378,2024-09-28,CUST261,PART1300,9,2512.4,,2025-06-30,Glass perhaps sing close.,,VIP,INVALID,0,2025-01-22T07:12:39,denise23
ORD00379,2025-03-23,,ERROR,6,537.23,CASH,2025-06-25,Write threat board only from financial.,ONLINE,,BLACKFRIDAY,3,2025-04-14T03:26:13,taylorsolomon
ORD00380,2024-09-24,CUST705,PART1251,-3,3247.83,CRYPTO,2025-07-01,Need write someone week.,STORE,B2B,,,2024-08-21T11:50:49,williamschristopher
ORD00381,2025-06-12,CUST780,PART1358,null,2449.23,,2025-07-06,Mrs red section race realize challenge.,STORE,B2C,SUMMER20,N/A,2024-12-22T09:17:12,xsanchez
ORD00382,INVALID_DATE,CUST189,PART1311,null,,CASH,2025-07-01,Glass heavy increase marriage girl audience wind.,ONLINE,B2B,,3,2025-02-18T22:36:45,gjohnson
ORD00383,INVALID_DATE,CUST343,PART1929,null,1882.98,CARD,2025-07-21,Shake specific bit agree.,STORE,VIP,,2,2025-05-03T07:32:15,alee
ORD00384,2025-02-08,CUST409,PART1902,X,3332.65,,2025-07-13,,PHONE,,INVALID,N/A,2024-12-17T02:08:20,istone
ORD00385,2024-11-25,CUST755,PART1889,10,4306.3,CARD,,Compare house compare score result pull second.,ONLINE,VIP,INVALID,N/A,2025-02-09T18:08:05,vhowell
ORD00386,2025-05-16,CUST119,PART1833,-3,4834.36,TRANSFER,2025-07-10,Total individual eye name know stage.,ONLINE,REGULAR,INVALID,0,2024-09-15T17:00:06,rachael09
ORD00387,2025-04-26,CUST467,PART1562,-3,107.91,CARD,2025-07-07,City director idea.,PHONE,B2B,INVALID,1,2024-08-01T15:30:11,mark34
ORD00388,2024-10-26,CUST725,PART1501,null,3754.39,CASH,2025-06-24,Fire health American.,ONLINE,REGULAR,SUMMER20,N/A,2024-11-13T05:17:45,geraldrobinson
ORD00389,2024-09-18,CUST560,PART1388,2,4186.64,CASH,,Its music clearly number above make born.,PHONE,VIP,SUMMER20,N/A,2025-02-15T05:12:13,kellyjackson
ORD00390,2025-06-23,,PART1581,null,2997.07,TRANSFER,2025-07-07,Leader American world.,MARKETPLACE,VIP,,0,2025-01-07T21:59:18,richardsonmichael
ORD00391,2024-09-08,CUST283,PART1768,1,1823.38,,,Right short world. Draw same why own.,ONLINE,B2C,,2,2024-10-06T15:10:36,qhawkins
ORD00392,INVALID_DATE,CUST448,PART1926,6,3275.03,,2025-07-06,Young edge west product explain.,,VIP,INVALID,3,2024-10-16T22:20:26,wbrennan
ORD00393,2025-03-04,CUST549,PART1915,X,793.81,,2025-06-30,Just difference money over become.,ONLINE,VIP,BLACKFRIDAY,2,2025-05-16T22:21:58,jjackson
ORD00394,2025-01-30,CUST476,PART1342,-3,2663.9,,2025-06-26,,MARKETPLACE,,INVALID,,2024-11-29T23:06:29,herrerabrooke
ORD00395,2025-05-28,CUST721,PART1776,X,3147.79,CARD,,,STORE,B2B,,2,2024-08-24T19:33:17,smithjoshua
ORD00396,2025-01-07,CUST378,PART1187,null,ERROR,CRYPTO,,,ONLINE,REGULAR,BLACKFRIDAY,,2025-02-18T05:14:57,andrewcampbell
ORD00397,2025-06-01,CUST624,PART1449,null,1206.91,,2025-07-17,,,B2B,SUMMER20,1,2024-07-09T00:09:43,erica45
ORD00398,2024-08-19,CUST384,PART1901,null,3282.9,CRYPTO,,,ONLINE,,SUMMER20,,2025-05-10T06:02:01,barbaraday
ORD00399,2025-04-30,CUST351,PART1094,X,1523.72,TRANSFER,2025-07-03,,STORE,B2C,,0,2024-07-01T14:25:19,tpierce
ORD00400,2025-05-22,CUST814,PART1046,X,ERROR,CARD,2025-07-18,War case imagine million we simply young.,STORE,,,,2024-12-26T10:20:39,nathanramirez
ORD00401,INVALID_DATE,CUST992,ERROR,X,1273.08,,,Out yet safe position.,MARKETPLACE,B2C,INVALID,N/A,2025-02-25T21:59:20,ericwarren
ORD00402,2025-03-18,CUST941,PART1991,1,4985.51,CRYPTO,2025-07-14,Goal adult detail few far.,ONLINE,B2B,,2,2024-09-27T07:26:34,smithjeffrey
ORD00403,2024-08-10,CUST577,PART1833,X,3587.26,,2025-07-12,Town clearly music thought several.,,B2C,INVALID,1,2024-10-30T01:02:42,ballpatricia
ORD00404,2024-12-22,CUST214,PART1002,6,4895.78,CASH,2025-07-08,Middle sort now bit its audience model.,ONLINE,REGULAR,,N/A,2025-03-18T14:19:04,michael16
ORD00405,2024-06-30,CUST614,PART1760,null,2455.92,,,Itself social set western.,,,INVALID,3,2025-02-20T20:29:11,meltonjustin
ORD00406,INVALID_DATE,CUST105,PART1351,null,4106.17,,,Tend daughter job natural poor.,MARKETPLACE,,SUMMER20,N/A,2025-05-01T01:14:45,jason88
ORD00407,2024-10-17,CUST485,PART1739,X,1468.41,CRYPTO,2025-07-19,,ONLINE,B2B,INVALID,1,2024-07-25T05:54:59,margaret88
ORD00408,2025-05-12,CUST377,PART1851,10,3573.95,,2025-07-09,More mean financial treat woman near within.,STORE,REGULAR,INVALID,0,2025-01-17T21:31:05,rachelconner
ORD00409,2025-05-12,CUST794,PART1991,-3,4973.58,CRYPTO,2025-07-20,Risk later talk type time resource.,ONLINE,VIP,BLACKFRIDAY,2,2025-02-14T14:21:21,cheryl70
ORD00410,INVALID_DATE,CUST760,PART1295,X,1099.43,CARD,,,,B2B,,2,2024-08-23T23:20:46,yvette15
ORD00411,INVALID_DATE,CUST984,PART1261,X,1876.86,CASH,2025-07-23,,PHONE,B2C,,2,2025-06-06T15:20:51,rachelharrison
ORD00412,2024-09-15,CUST153,PART1408,null,204.66,CRYPTO,2025-07-08,,STORE,REGULAR,,,2025-03-24T17:05:48,kylealvarez
ORD00413,2025-03-30,CUST766,PART1184,X,971.0,CARD,,Truth yeah site box.,MARKETPLACE,REGULAR,INVALID,1,2025-04-16T04:52:42,vasquezthomas
ORD00414,2025-03-23,CUST890,PART1548,2,521.85,,,Not after fear hope nor sea.,,,,1,2024-07-19T17:17:26,harold11
ORD00415,2025-05-15,CUST840,PART1000,X,,TRANSFER,,,STORE,VIP,SUMMER20,,2024-10-04T19:15:56,barbara06
ORD00416,2024-09-11,CUST970,PART1773,1,175.57,CRYPTO,,Impact box low arrive black.,STORE,,,1,2025-03-20T08:37:02,rwalsh
ORD00417,2025-05-28,CUST195,PART1239,X,3794.73,,2025-07-19,Describe learn design center or.,STORE,,BLACKFRIDAY,3,2025-02-26T04:57:07,drusso
ORD00418,2024-08-11,CUST304,PART1947,X,195.62,CARD,2025-07-07,,,VIP,BLACKFRIDAY,0,2025-03-05T20:42:44,jeffreyholland
ORD00419,INVALID_DATE,CUST893,PART1387,X,2872.44,TRANSFER,2025-07-17,Member move candidate.,STORE,VIP,SUMMER20,N/A,2024-12-27T16:37:11,robertbruce
ORD00420,INVALID_DATE,,PART1712,null,2881.63,,2025-07-22,Her officer yourself protect.,ONLINE,VIP,,,2025-02-11T07:48:52,fadams
ORD00421,INVALID_DATE,CUST713,PART1703,-3,2173.73,CRYPTO,2025-07-04,You capital physical drug television write.,MARKETPLACE,B2C,SUMMER20,2,2024-12-30T18:11:41,nicholashorton
ORD00422,2024-11-13,CUST522,PART1594,null,4721.91,,2025-07-12,,ONLINE,,BLACKFRIDAY,2,2025-06-15T03:11:16,tlee
ORD00423,2025-01-05,CUST143,PART1152,X,3405.92,,2025-07-20,Story course international personal grow nearly.,,,,0,2024-08-19T06:20:55,bradleyelliott
ORD00424,2025-03-01,CUST149,PART1117,-3,3524.11,CARD,2025-07-21,,STORE,,INVALID,3,2025-02-07T12:20:58,martinezrebecca
ORD00425,INVALID_DATE,CUST625,PART1800,-3,,CARD,,,,VIP,BLACKFRIDAY,1,2024-11-06T08:39:23,teresa93
ORD00426,2025-02-21,CUST132,PART1538,8,3907.36,,2025-07-13,Myself opportunity mind effect.,ONLINE,,,,2025-05-21T12:33:33,xgraves
ORD00427,2025-01-31,CUST986,PART1603,-3,3857.84,,2025-07-07,Media claim conference outside.,MARKETPLACE,B2B,INVALID,2,2025-03-10T18:20:19,benjamin94
ORD00428,2024-11-09,CUST167,PART1218,-3,2132.62,TRANSFER,2025-07-19,Mother development movement continue.,PHONE,B2C,,3,2025-02-14T07:38:40,tonypacheco
ORD00429,2025-02-11,CUST511,PART1895,null,1264.93,,,Test plant social tell bar week man.,MARKETPLACE,B2B,,3,2024-08-23T05:11:21,gregoryryan
ORD00430,2024-12-24,CUST269,PART1296,5,3957.12,CRYPTO,2025-07-05,Thousand mind one beautiful. Make morning door.,STORE,B2B,,0,2024-09-11T11:35:39,ydecker
ORD00431,2025-01-30,CUST524,ERROR,null,1215.96,TRANSFER,2025-06-25,True off open movie environmental be.,STORE,B2C,BLACKFRIDAY,1,2025-02-24T06:01:42,kennedylaura
ORD00432,2024-12-13,CUST766,PART1249,-3,3982.01,,2025-07-21,,MARKETPLACE,REGULAR,,0,2024-08-02T21:22:04,colemankimberly
ORD00433,2025-05-02,CUST403,PART1666,-3,2979.84,CARD,,Treat result garden gun.,MARKETPLACE,VIP,SUMMER20,N/A,2025-05-05T16:50:38,christopher88
ORD00434,2024-12-16,CUST962,PART1097,X,ERROR,,2025-07-10,,,REGULAR,SUMMER20,3,2024-11-07T09:51:52,palmerjohn
ORD00435,INVALID_DATE,CUST870,PART1053,-3,681.54,CARD,,Raise ask main level color.,,B2C,INVALID,N/A,2024-11-22T12:29:42,uosborne
ORD00436,2024-11-30,CUST776,PART1823,-3,1365.05,CRYPTO,,Raise help open field land.,PHONE,VIP,,0,2025-03-04T19:08:08,cromero
ORD00437,2025-01-22,CUST568,PART1052,null,ERROR,,2025-07-15,New sister current argue develop.,,B2B,SUMMER20,2,2025-03-06T03:14:00,franciscoweeks
ORD00438,2025-01-08,CUST619,PART1740,null,1740.12,CRYPTO,2025-07-12,Bring somebody although animal culture course.,,REGULAR,INVALID,1,2024-10-08T17:20:54,sarah83
ORD00439,2025-05-04,CUST447,PART1491,X,ERROR,,2025-07-15,,STORE,,INVALID,3,2024-12-10T05:12:07,brentcollins
ORD00440,2024-10-23,CUST288,PART1087,X,390.57,CRYPTO,2025-07-20,Our reveal year education thus.,,,,,2025-01-17T15:27:07,martha95
ORD00441,2025-06-09,CUST578,PART1596,X,3025.93,,2025-06-30,,ONLINE,B2C,,N/A,2024-08-30T07:49:47,jennifer86
ORD00442,2024-10-08,CUST190,PART1094,null,1563.24,CASH,2025-07-09,Serve discussion doctor off.,MARKETPLACE,B2C,INVALID,2,2025-04-08T05:30:27,ericwong
ORD00443,2024-09-22,CUST652,PART1256,null,1562.58,TRANSFER,2025-07-06,,STORE,VIP,INVALID,1,2025-01-19T18:31:24,hmayo
ORD00444,2025-05-19,,PART1492,X,2172.42,,,Wind interest vote interest.,PHONE,B2B,BLACKFRIDAY,0,2025-06-15T18:50:01,chadholder
ORD00445,2024-10-01,CUST801,PART1174,null,4615.96,CASH,2025-07-11,Six firm apply himself glass.,,B2B,,N/A,2024-10-09T08:21:12,berrykimberly
ORD00446,INVALID_DATE,CUST714,PART1967,-3,3567.09,CARD,2025-06-26,Maybe according couple measure daughter training.,STORE,B2C,,2,2024-06-28T06:58:13,robinsonjoshua
ORD00447,2024-07-19,CUST494,PART1497,X,2081.95,TRANSFER,2025-07-16,Provide type rule name.,ONLINE,B2B,SUMMER20,2,2024-10-21T22:05:57,gutierrezshelby
ORD00448,2025-02-16,CUST275,PART1079,null,4424.51,,2025-06-28,Stop voice third describe field.,STORE,,,N/A,2024-09-09T19:51:52,adrian75
ORD00449,2024-10-28,CUST515,PART1099,-3,1354.79,CARD,2025-07-18,,PHONE,,BLACKFRIDAY,N/A,2024-08-22T15:39:51,nhurley
ORD00450,2025-02-21,CUST115,ERROR,null,996.17,CASH,2025-07-18,Most marriage usually look.,,,SUMMER20,2,2024-09-16T12:36:34,zwhite
ORD00451,2024-09-24,CUST643,PART1646,-3,4867.49,CRYPTO,2025-06-28,Hit need world any.,ONLINE,REGULAR,INVALID,N/A,2025-02-18T09:32:47,davisadam
ORD00452,2025-03-03,CUST117,PART1433,X,3327.68,,2025-07-17,,STORE,REGULAR,INVALID,2,2024-11-11T22:32:09,williamsmason
ORD00453,2024-07-23,CUST222,PART1338,X,3374.25,CRYPTO,,Contain live manager.,,B2B,,1,2025-02-24T10:28:12,heather10
ORD00454,2025-02-07,CUST750,PART1859,-3,1833.74,CRYPTO,,,STORE,B2B,,N/A,2025-04-19T17:51:35,kristina95
ORD00455,2025-06-15,CUST279,PART1657,null,4220.53,CASH,,Apply eye heavy majority later know ball.,MARKETPLACE,B2C,INVALID,2,2025-04-03T06:30:20,eugenefuller
ORD00456,2024-08-11,CUST531,PART1857,-3,783.77,CRYPTO,2025-06-29,Country live along generation where.,MARKETPLACE,,,2,2024-08-19T02:27:32,amy83
ORD00457,2024-09-23,CUST370,ERROR,9,2578.06,CASH,2025-07-04,Hear rule meet cell him do stop.,MARKETPLACE,B2B,INVALID,2,2024-11-18T23:18:35,debbiemcbride
ORD00458,INVALID_DATE,CUST323,PART1841,6,1726.67,TRANSFER,2025-07-20,,PHONE,B2B,INVALID,0,2025-01-24T01:30:29,antonio20
ORD00459,2025-04-12,CUST709,PART1202,-3,3353.55,TRANSFER,,Contain small building me organization.,STORE,VIP,,3,2024-09-28T03:37:10,collinsjeffery
ORD00460,2024-09-08,CUST766,PART1828,-3,3652.71,,,Base husband industry heart cover than.,PHONE,REGULAR,BLACKFRIDAY,,2025-01-23T22:09:00,amandarose
ORD00461,2024-09-03,CUST359,PART1381,X,4730.96,,2025-06-26,Send choose follow important product loss.,,VIP,,N/A,2025-02-15T20:38:01,amy89
ORD00462,2025-06-15,CUST634,PART1183,-3,4003.6,CASH,2025-07-14,,STORE,VIP,,,2024-12-24T13:54:51,andreaholder
ORD00463,2025-04-21,CUST996,PART1200,null,,CRYPTO,2025-07-05,Analysis feeling performance many analysis.,MARKETPLACE,B2C,,N/A,2024-10-31T22:46:42,pattersonlaura
ORD00464,2025-03-24,CUST106,ERROR,3,2924.7,CARD,,Morning win mother plan president choice.,MARKETPLACE,B2B,,3,2025-06-01T09:34:26,derek08
ORD00465,2024-12-23,CUST111,ERROR,null,ERROR,TRANSFER,2025-06-27,Read Mr claim land ever. Door thank hair cover.,MARKETPLACE,B2C,,3,2024-12-30T16:50:04,kellischwartz
ORD00466,2024-10-27,CUST402,PART1055,-3,4785.43,CRYPTO,2025-07-22,Doctor true almost. Training magazine born hand.,,REGULAR,,3,2025-05-10T12:05:01,michael86
ORD00467,2025-03-13,CUST773,PART1514,X,847.91,,2025-06-27,Enjoy fill significant special.,ONLINE,,BLACKFRIDAY,N/A,2024-08-30T18:07:20,brandon13
ORD00468,2024-09-24,CUST266,PART1343,10,3295.22,CARD,2025-07-12,Church why teach bar capital bad wish sister.,,,,,2024-09-10T20:40:43,hubbardjessica
ORD00469,INVALID_DATE,CUST482,PART1707,null,812.15,CASH,2025-06-27,Television fish here though less we.,STORE,B2C,BLACKFRIDAY,,2025-05-03T10:01:45,robert96
ORD00470,2025-02-08,CUST710,PART1931,null,4617.9,,2025-07-13,Four artist central water inside employee.,PHONE,VIP,,,2024-10-13T10:14:21,jamessmith
ORD00471,2024-11-01,,PART1691,-3,3952.8,CASH,2025-07-02,Hundred single step current put individual.,ONLINE,VIP,INVALID,,2025-05-30T20:39:26,paulhernandez
ORD00472,2025-05-01,CUST259,PART1850,-3,4034.02,CRYPTO,2025-07-08,,ONLINE,B2C,,1,2025-05-23T14:06:08,jasonsmith
ORD00473,2024-09-13,CUST569,PART1295,X,,CARD,2025-07-23,Member site second put table body.,MARKETPLACE,B2B,,N/A,2024-12-18T11:20:26,michael23
ORD00474,2025-06-08,CUST109,PART1098,9,4328.43,TRANSFER,2025-07-10,Glass nation new identify water.,STORE,REGULAR,,N/A,2024-11-28T06:00:17,richardclements
ORD00475,2024-11-30,CUST372,PART1157,null,3795.95,CASH,2025-07-22,,MARKETPLACE,B2B,INVALID,N/A,2024-10-17T17:16:09,hectoralvarado
ORD00476,2024-11-26,CUST514,ERROR,-3,4819.53,CRYPTO,,Expert military son teacher media.,PHONE,B2B,SUMMER20,1,2024-10-30T16:37:23,lindafletcher
ORD00477,2025-02-16,CUST821,PART1037,-3,1378.78,,2025-07-07,International move north yet goal daughter.,,B2C,BLACKFRIDAY,0,2024-10-02T20:56:22,kenneth00
ORD00478,2024-12-28,CUST724,PART1077,-3,3506.33,,2025-07-03,,MARKETPLACE,B2C,,0,2025-01-06T04:50:53,samanthacombs
ORD00479,INVALID_DATE,CUST879,PART1756,X,3438.48,,2025-07-14,Set million require. Company window others happy.,ONLINE,B2B,BLACKFRIDAY,N/A,2025-05-28T22:32:22,hayley15
ORD00480,2024-09-25,CUST235,PART1145,-3,1446.32,,,,MARKETPLACE,,SUMMER20,0,2024-07-02T11:19:42,ymata
ORD00481,2025-01-05,CUST400,ERROR,6,ERROR,CARD,2025-07-02,,STORE,VIP,SUMMER20,3,2025-03-01T08:02:08,ifarrell
ORD00482,2025-04-12,CUST425,PART1411,3,3443.91,TRANSFER,2025-07-14,Attack seat lead response goal.,MARKETPLACE,B2B,,1,2025-03-18T14:49:53,devin67
ORD00483,2025-01-12,CUST883,PART1255,X,3827.28,TRANSFER,2025-07-22,Somebody would want pay report ahead available.,,B2C,BLACKFRIDAY,N/A,2024-08-29T12:34:24,martinezwendy
ORD00484,2024-11-24,CUST415,PART1757,X,444.93,CRYPTO,,Development pressure understand.,STORE,,SUMMER20,N/A,2024-09-24T00:09:27,richardsspencer
ORD00485,2024-11-23,,PART1131,X,2261.72,TRANSFER,2025-07-06,,,VIP,INVALID,0,2025-02-12T11:05:07,lisa67
ORD00486,2025-01-23,CUST815,PART1139,-3,111.09,CRYPTO,2025-07-04,,ONLINE,B2C,,2,2024-11-17T04:43:34,jacksonjenny
ORD00487,2025-02-04,CUST361,PART1032,X,308.53,CARD,2025-06-28,,PHONE,B2C,INVALID,0,2024-06-28T15:15:31,michaelgarza
ORD00488,2024-07-16,CUST181,PART1237,-3,3247.38,,2025-07-22,Down do event into fill strong peace.,MARKETPLACE,VIP,,,2024-10-19T21:53:50,martinezbruce
ORD00489,2025-04-01,CUST934,PART1601,4,3456.28,,2025-06-29,Year until everybody get.,PHONE,B2B,SUMMER20,2,2024-09-15T21:12:12,lewismelissa
ORD00490,INVALID_DATE,CUST476,PART1680,2,4190.76,,2025-07-23,Inside maintain compare task wide.,,B2B,BLACKFRIDAY,3,2025-05-05T08:47:23,nolanjonathan
ORD00491,2025-06-17,CUST385,PART1381,X,2574.7,,2025-07-20,Person article end. Mind voice place today of.,MARKETPLACE,B2C,INVALID,0,2024-11-20T15:24:58,jefflewis
ORD00492,INVALID_DATE,CUST348,PART1670,6,2694.55,CRYPTO,2025-07-03,,MARKETPLACE,,INVALID,0,2024-12-27T22:23:45,normanstacey
ORD00493,2025-03-06,CUST946,ERROR,X,4312.54,CASH,2025-06-26,Beat responsibility different.,ONLINE,B2B,SUMMER20,1,2024-08-18T05:27:42,brian07
ORD00494,INVALID_DATE,CUST960,PART1756,-3,1315.65,CASH,2025-07-14,,ONLINE,B2C,,2,2024-10-26T05:19:06,lisa16
